date,iso_code,indicator_code,value
1960-01-01,ABW,SH.DYN.MORT,
1961-01-01,ABW,SH.DYN.MORT,
1962-01-01,ABW,SH.DYN.MORT,
1963-01-01,ABW,SH.DYN.MORT,
1964-01-01,ABW,SH.DYN.MORT,
1965-01-01,ABW,SH.DYN.MORT,
1966-01-01,ABW,SH.DYN.MORT,
1967-01-01,ABW,SH.DYN.MORT,
1968-01-01,ABW,SH.DYN.MORT,
1969-01-01,ABW,SH.DYN.MORT,
1970-01-01,ABW,SH.DYN.MORT,
1971-01-01,ABW,SH.DYN.MORT,
1972-01-01,ABW,SH.DYN.MORT,
1973-01-01,ABW,SH.DYN.MORT,
1974-01-01,ABW,SH.DYN.MORT,
1975-01-01,ABW,SH.DYN.MORT,
1976-01-01,ABW,SH.DYN.MORT,
1977-01-01,ABW,SH.DYN.MORT,
1978-01-01,ABW,SH.DYN.MORT,
1979-01-01,ABW,SH.DYN.MORT,
1980-01-01,ABW,SH.DYN.MORT,
1981-01-01,ABW,SH.DYN.MORT,
1982-01-01,ABW,SH.DYN.MORT,
1983-01-01,ABW,SH.DYN.MORT,
1984-01-01,ABW,SH.DYN.MORT,
1985-01-01,ABW,SH.DYN.MORT,
1986-01-01,ABW,SH.DYN.MORT,
1987-01-01,ABW,SH.DYN.MORT,
1988-01-01,ABW,SH.DYN.MORT,
1989-01-01,ABW,SH.DYN.MORT,
1990-01-01,ABW,SH.DYN.MORT,
1991-01-01,ABW,SH.DYN.MORT,
1992-01-01,ABW,SH.DYN.MORT,
1993-01-01,ABW,SH.DYN.MORT,
1994-01-01,ABW,SH.DYN.MORT,
1995-01-01,ABW,SH.DYN.MORT,
1996-01-01,ABW,SH.DYN.MORT,
1997-01-01,ABW,SH.DYN.MORT,
1998-01-01,ABW,SH.DYN.MORT,
1999-01-01,ABW,SH.DYN.MORT,
2000-01-01,ABW,SH.DYN.MORT,
2001-01-01,ABW,SH.DYN.MORT,
2002-01-01,ABW,SH.DYN.MORT,
2003-01-01,ABW,SH.DYN.MORT,
2004-01-01,ABW,SH.DYN.MORT,
2005-01-01,ABW,SH.DYN.MORT,
2006-01-01,ABW,SH.DYN.MORT,
2007-01-01,ABW,SH.DYN.MORT,
2008-01-01,ABW,SH.DYN.MORT,
2009-01-01,ABW,SH.DYN.MORT,
2010-01-01,ABW,SH.DYN.MORT,
2011-01-01,ABW,SH.DYN.MORT,
2012-01-01,ABW,SH.DYN.MORT,
2013-01-01,ABW,SH.DYN.MORT,
2014-01-01,ABW,SH.DYN.MORT,
2015-01-01,ABW,SH.DYN.MORT,
2016-01-01,ABW,SH.DYN.MORT,
2017-01-01,ABW,SH.DYN.MORT,
2018-01-01,ABW,SH.DYN.MORT,
2019-01-01,ABW,SH.DYN.MORT,
2020-01-01,ABW,SH.DYN.MORT,
2021-01-01,ABW,SH.DYN.MORT,
2022-01-01,ABW,SH.DYN.MORT,
2023-01-01,ABW,SH.DYN.MORT,
1960-01-01,AFE,SH.DYN.MORT,
